petal length (cm),petal width (cm),petal_length_width,petal length (cm)^2,petal length (cm) petal width (cm),petal length (cm) petal_length_width,petal length (cm) sepal_bin_0,petal width (cm) petal_length_width,petal width (cm) sepal_bin_0,petal_length_width^2,target
-0.8571428571428574,-0.7857142857142858,0.6734693877551023,0.7346938775510209,0.6734693877551023,-0.5772594752186594,-0.8571428571428574,-0.5291545189504376,-0.7857142857142858,0.4535610162432324,0
-0.8571428571428574,-0.7857142857142858,0.6734693877551023,0.7346938775510209,0.6734693877551023,-0.5772594752186594,-0.8571428571428574,-0.5291545189504376,-0.7857142857142858,0.4535610162432324,0
-0.885714285714286,-0.7857142857142858,0.6959183673469391,0.7844897959183679,0.6959183673469391,-0.6163848396501463,-0.0,-0.5467930029154522,-0.0,0.4843023740108293,0
-0.8285714285714287,-0.7857142857142858,0.6510204081632656,0.6865306122448982,0.6510204081632656,-0.5394169096209915,-0.8285714285714287,-0.511516034985423,-0.7857142857142858,0.42382757184506487,0
-0.8571428571428574,-0.7857142857142858,0.6734693877551023,0.7346938775510209,0.6734693877551023,-0.5772594752186594,-0.8571428571428574,-0.5291545189504376,-0.7857142857142858,0.4535610162432324,0
-0.7714285714285716,-0.6428571428571429,0.4959183673469389,0.5951020408163268,0.4959183673469389,-0.38256559766763865,-0.0,-0.31880466472303215,-0.0,0.24593502707205342,3
-0.8571428571428574,-0.7142857142857143,0.6122448979591839,0.7346938775510209,0.6122448979591839,-0.5247813411078721,-0.8571428571428574,-0.4373177842565599,-0.7142857142857143,0.3748438150770515,0
-0.8285714285714287,-0.7857142857142858,0.6510204081632656,0.6865306122448982,0.6510204081632656,-0.5394169096209915,-0.8285714285714287,-0.511516034985423,-0.7857142857142858,0.42382757184506487,0
0.0,-0.7857142857142858,-0.0,0.0,-0.0,-0.0,0.0,0.0,-0.7857142857142858,0.0,0
-0.8285714285714287,-0.8571428571428572,0.7102040816326533,0.6865306122448982,0.7102040816326533,-0.5884548104956271,-0.8285714285714287,-0.6087463556851314,-0.8571428571428572,0.5043898375676804,0
-0.8285714285714287,-0.7857142857142858,0.6510204081632656,0.6865306122448982,0.6510204081632656,-0.5394169096209915,-0.0,-0.511516034985423,-0.0,0.42382757184506487,0
-0.8000000000000002,0.0,-0.0,0.6400000000000002,-0.0,0.0,-0.8000000000000002,-0.0,0.0,0.0,0
-0.8571428571428574,-0.8571428571428572,0.7346938775510207,0.7346938775510209,0.7346938775510207,-0.6297376093294464,-0.8571428571428574,-0.6297376093294463,-0.8571428571428572,0.5397750937109541,0
-0.9428571428571431,-0.8571428571428572,0.8081632653061227,0.888979591836735,0.8081632653061227,-0.7619825072886302,-0.9428571428571431,-0.6927113702623909,-0.8571428571428572,0.6531278633902544,0
0.0,-0.7857142857142858,-0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0
-0.885714285714286,-0.6428571428571429,0.5693877551020411,0.7844897959183679,0.5693877551020411,-0.5043148688046651,-0.0,-0.3660349854227407,-0.0,0.3242024156601419,0
-0.8571428571428574,-0.7142857142857143,0.6122448979591839,0.7346938775510209,0.6122448979591839,-0.5247813411078721,-0.8571428571428574,-0.4373177842565599,-0.7142857142857143,0.3748438150770515,0
-0.7714285714285716,-0.7142857142857143,0.5510204081632655,0.5951020408163268,0.5510204081632655,-0.42507288629737633,-0.0,-0.3935860058309039,-0.0,0.3036234902124117,0
-0.8285714285714287,0.0,-0.0,0.6865306122448982,-0.0,0.0,-0.8285714285714287,-0.0,0.0,0.0,0
-0.7714285714285716,-0.7857142857142858,0.606122448979592,0.5951020408163268,0.606122448979592,-0.4675801749271139,-0.0,-0.47623906705539376,-0.0,0.3673844231570181,0
-0.8285714285714287,-0.6428571428571429,0.53265306122449,0.6865306122448982,0.53265306122449,-0.4413411078717203,-0.8285714285714287,-0.34241982507288643,-0.6428571428571429,0.28371928363182025,0
-0.9714285714285716,-0.7857142857142858,0.7632653061224492,0.9436734693877555,0.7632653061224492,-0.7414577259475222,-0.9714285714285716,-0.599708454810496,-0.7857142857142858,0.5825739275301962,0
-0.7714285714285716,-0.5714285714285715,0.44081632653061237,0.5951020408163268,0.44081632653061237,-0.340058309037901,-0.7714285714285716,-0.2518950437317785,-0.5714285714285715,0.19431903373594347,0
-0.7142857142857145,-0.7857142857142858,0.5612244897959187,0.5102040816326534,0.5612244897959187,-0.40087463556851344,-0.7142857142857145,-0.4409620991253647,-0.7857142857142858,0.3149729279466892,0
-0.8000000000000002,0.0,-0.0,0.6400000000000002,-0.0,0.0,-0.8000000000000002,-0.0,0.0,0.0,0
-0.8000000000000002,-0.6428571428571429,0.5142857142857145,0.6400000000000002,0.5142857142857145,-0.41142857142857164,-0.8000000000000002,-0.3306122448979593,-0.6428571428571429,0.2644897959183675,0
-0.8285714285714287,-0.7857142857142858,0.6510204081632656,0.6865306122448982,0.6510204081632656,-0.5394169096209915,-0.8285714285714287,-0.511516034985423,-0.7857142857142858,0.42382757184506487,0
-0.8571428571428574,-0.7857142857142858,0.6734693877551023,0.7346938775510209,0.6734693877551023,-0.5772594752186594,-0.8571428571428574,-0.5291545189504376,-0.7857142857142858,0.4535610162432324,0
-0.8000000000000002,-0.7857142857142858,0.6285714285714288,0.6400000000000002,0.6285714285714288,-0.5028571428571431,-0.0,-0.49387755102040837,-0.0,0.39510204081632677,0
-0.8000000000000002,-0.7857142857142858,0.6285714285714288,0.6400000000000002,0.6285714285714288,-0.5028571428571431,-0.8000000000000002,-0.49387755102040837,-0.7857142857142858,0.39510204081632677,0
-0.8285714285714287,-0.6428571428571429,0.53265306122449,0.6865306122448982,0.53265306122449,-0.4413411078717203,-0.0,-0.34241982507288643,-0.0,0.28371928363182025,0
-0.8285714285714287,-0.7857142857142858,0.6510204081632656,0.6865306122448982,0.6510204081632656,-0.5394169096209915,-0.8285714285714287,-0.511516034985423,-0.7857142857142858,0.42382757184506487,0
-0.9142857142857145,-0.7857142857142858,0.7183673469387758,0.8359183673469391,0.7183673469387758,-0.6567930029154523,-0.9142857142857145,-0.5644314868804667,-0.7857142857142858,0.5160516451478555,0
-0.885714285714286,-0.7857142857142858,0.6959183673469391,0.7844897959183679,0.6959183673469391,-0.6163848396501463,-0.0,-0.5467930029154522,-0.0,0.4843023740108293,0
-0.8571428571428574,-0.8571428571428572,0.7346938775510207,0.7346938775510209,0.7346938775510207,-0.6297376093294464,-0.8571428571428574,-0.6297376093294463,-0.8571428571428572,0.5397750937109541,0
-0.885714285714286,-0.7857142857142858,0.6959183673469391,0.7844897959183679,0.6959183673469391,-0.6163848396501463,-0.885714285714286,-0.5467930029154522,-0.7857142857142858,0.4843023740108293,0
-0.8285714285714287,-0.7857142857142858,0.6510204081632656,0.6865306122448982,0.6510204081632656,-0.5394169096209915,-0.8285714285714287,-0.511516034985423,-0.7857142857142858,0.42382757184506487,0
-0.885714285714286,-0.7142857142857143,0.63265306122449,0.7844897959183679,0.63265306122449,-0.5603498542274057,-0.885714285714286,-0.45189504373177863,-0.7142857142857143,0.4002498958767184,0
-0.885714285714286,0.0,-0.0,0.7844897959183679,-0.0,0.0,-0.0,-0.0,0.0,0.0,0
-0.885714285714286,-0.7857142857142858,0.6959183673469391,0.7844897959183679,0.6959183673469391,-0.6163848396501463,-0.885714285714286,-0.5467930029154522,-0.7857142857142858,0.4843023740108293,0
-0.8000000000000002,-0.5000000000000001,0.4000000000000002,0.6400000000000002,0.4000000000000002,-0.32000000000000023,-0.8000000000000002,-0.20000000000000015,-0.5000000000000001,0.16000000000000014,0
-0.7142857142857145,-0.6428571428571429,0.45918367346938793,0.5102040816326534,0.45918367346938793,-0.32798833819242007,-0.7142857142857145,-0.295189504373178,-0.6428571428571429,0.21084964598084147,0
-0.8571428571428574,-0.7142857142857143,0.6122448979591839,0.7346938775510209,0.6122448979591839,-0.5247813411078721,-0.8571428571428574,-0.4373177842565599,-0.7142857142857143,0.3748438150770515,0
-0.8000000000000002,-0.7857142857142858,0.6285714285714288,0.6400000000000002,0.6285714285714288,-0.5028571428571431,-0.8000000000000002,-0.49387755102040837,-0.7857142857142858,0.39510204081632677,0
0.0,-0.7857142857142858,-0.0,0.0,-0.0,-0.0,0.0,0.0,-0.7857142857142858,0.0,0
-0.8285714285714287,-0.7857142857142858,0.6510204081632656,0.6865306122448982,0.6510204081632656,-0.5394169096209915,-0.0,-0.511516034985423,-0.0,0.42382757184506487,3
-0.8571428571428574,-0.7857142857142858,0.6734693877551023,0.7346938775510209,0.6734693877551023,-0.5772594752186594,-0.8571428571428574,-0.5291545189504376,-0.7857142857142858,0.4535610162432324,0
0.08571428571428567,0.07142857142857134,0.006122448979591826,0.007346938775510197,0.006122448979591826,0.0005247813411078706,0.0,0.00043731778425655846,0.0,3.7484381507704994e-05,1
0.028571428571428473,0.14285714285714282,0.004081632653061209,0.0008163265306122393,0.004081632653061209,0.00011661807580174844,0.0,0.0005830903790087441,0.0,1.6659725114535484e-05,1
0.14285714285714288,0.14285714285714282,0.02040816326530612,0.020408163265306128,0.02040816326530612,0.002915451895043732,0.0,0.002915451895043731,0.0,0.00041649312786339016,1
-0.11428571428571441,0.0,-0.0,0.013061224489795947,-0.0,0.0,-0.0,-0.0,0.0,0.0,1
0.05714285714285695,0.14285714285714282,0.008163265306122418,0.003265306122448957,0.008163265306122418,0.00046647230320699375,0.0,0.0011661807580174881,0.0,6.663890045814194e-05,1
0.028571428571428473,0.0,0.0,0.0008163265306122393,0.0,0.0,0.0,0.0,0.0,0.0,1
0.08571428571428567,0.21428571428571433,0.018367346938775505,0.007346938775510197,0.018367346938775505,0.001574344023323614,0.0,0.0039358600583090375,0.0,0.0003373594335693459,1
-0.3142857142857145,-0.21428571428571433,0.06734693877551026,0.09877551020408176,0.06734693877551026,-0.021166180758017527,-0.0,-0.014431486880466488,-0.0,0.004535610162432328,1
0.05714285714285695,0.0,0.0,0.003265306122448957,0.0,0.0,0.0,0.0,0.0,0.0,1
-0.14285714285714302,0.07142857142857134,-0.01020408163265306,0.02040816326530617,-0.01020408163265306,0.0014577259475218674,-0.14285714285714302,-0.000728862973760932,0.07142857142857134,0.00010412328196584754,1
-0.057142857142857204,0.14285714285714282,-0.008163265306122455,0.0032653061224489867,-0.008163265306122455,0.0004664723032069979,-0.0,-0.0011661807580174933,0.0,6.663890045814253e-05,1
0.0,-0.21428571428571433,-0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,1
0.08571428571428567,0.07142857142857134,0.006122448979591826,0.007346938775510197,0.006122448979591826,0.0005247813411078706,0.0,0.00043731778425655846,0.0,3.7484381507704994e-05,1
-0.22857142857142868,0.0,-0.0,0.052244897959183724,-0.0,0.0,-0.0,-0.0,0.0,0.0,1
0.0,0.07142857142857134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.14285714285714282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
-0.08571428571428592,-0.21428571428571433,0.01836734693877556,0.00734693877551024,0.01836734693877556,-0.0015743440233236233,-0.0,-0.00393586005830905,-0.0,0.0003373594335693479,1
0.028571428571428473,0.14285714285714282,0.004081632653061209,0.0008163265306122393,0.004081632653061209,0.00011661807580174844,0.0,0.0005830903790087441,0.0,1.6659725114535484e-05,1
0.0,-0.14285714285714282,-0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,1
0.11428571428571414,0.35714285714285715,0.04081632653061219,0.013061224489795886,0.04081632653061219,0.0046647230320699595,0.0,0.014577259475218641,0.0,0.0016659725114535567,1
-0.11428571428571441,0.0,-0.0,0.013061224489795947,-0.0,0.0,-0.0,-0.0,0.0,0.0,1
0.14285714285714288,0.14285714285714282,0.02040816326530612,0.020408163265306128,0.02040816326530612,0.002915451895043732,0.0,0.002915451895043731,0.0,0.00041649312786339016,1
0.08571428571428567,-0.0714285714285715,-0.006122448979591839,0.007346938775510197,-0.006122448979591839,-0.0005247813411078716,0.0,0.00043731778425656036,-0.0,3.748438150770515e-05,1
-0.028571428571428727,0.0,-0.0,0.0008163265306122538,-0.0,0.0,-0.0,-0.0,0.0,0.0,1
0.0,0.07142857142857134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.11428571428571414,0.07142857142857134,0.008163265306122429,0.013061224489795886,0.008163265306122429,0.0009329446064139907,0.0,0.0005830903790087442,0.0,6.663890045814211e-05,1
0.17142857142857135,0.28571428571428564,0.04897959183673466,0.029387755102040787,0.04897959183673466,0.008396501457725938,0.0,0.013994169096209898,0.0,0.0023990004164931244,1
0.028571428571428473,0.14285714285714282,0.004081632653061209,0.0008163265306122393,0.004081632653061209,0.00011661807580174844,0.0,0.0005830903790087441,0.0,1.6659725114535484e-05,1
-0.2571428571428573,-0.21428571428571433,0.055102040816326574,0.06612244897959191,0.055102040816326574,-0.014169096209912555,-0.0,-0.011807580174927125,-0.0,0.00303623490212412,1
-0.1714285714285716,-0.14285714285714282,0.024489795918367366,0.029387755102040874,0.024489795918367366,-0.004198250728862981,-0.0,-0.0034985422740524802,-0.0,0.0005997501041232829,1
0.0,-0.21428571428571433,-0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,1
-0.14285714285714302,-0.0714285714285715,0.010204081632653081,0.02040816326530617,0.010204081632653081,-0.0014577259475218704,-0.0,-0.000728862973760935,-0.0,0.00010412328196584797,1
0.19999999999999982,0.21428571428571433,0.04285714285714283,0.039999999999999925,0.04285714285714283,0.008571428571428558,0.0,0.00918367346938775,0.0,0.0018367346938775488,1
0.028571428571428473,0.14285714285714282,0.004081632653061209,0.0008163265306122393,0.004081632653061209,0.00011661807580174844,0.0,0.0005830903790087441,0.0,1.6659725114535484e-05,1
0.028571428571428473,0.21428571428571433,0.006122448979591817,0.0008163265306122393,0.006122448979591817,0.00017492711370262274,0.0,0.0013119533527696755,0.0,3.7484381507704885e-05,1
0.08571428571428567,0.14285714285714282,0.012244897959183664,0.007346938775510197,0.012244897959183664,0.0010495626822157422,0.0,0.0017492711370262373,0.0,0.00014993752603082027,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
-0.08571428571428592,0.0,-0.0,0.00734693877551024,-0.0,0.0,-0.0,-0.0,0.0,0.0,1
-0.11428571428571441,0.0,-0.0,0.013061224489795947,-0.0,0.0,-0.0,-0.0,0.0,0.0,1
0.0,-0.0714285714285715,-0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,1
0.05714285714285695,0.07142857142857134,0.004081632653061206,0.003265306122448957,0.004081632653061206,0.00023323615160349668,0.0,0.0002915451895043715,0.0,1.6659725114535457e-05,1
-0.11428571428571441,-0.0714285714285715,0.008163265306122465,0.013061224489795947,0.008163265306122465,-0.000932944606413997,-0.0,-0.0005830903790087481,-0.0,6.663890045814271e-05,1
-0.3142857142857145,-0.21428571428571433,0.06734693877551026,0.09877551020408176,0.06734693877551026,-0.021166180758017527,-0.3142857142857145,-0.014431486880466488,-0.21428571428571433,0.004535610162432328,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
-0.057142857142857204,-0.0714285714285715,0.004081632653061233,0.0032653061224489867,0.004081632653061233,-0.00023323615160349926,-0.0,-0.00029154518950437404,-0.0,1.6659725114535677e-05,1
-0.057142857142857204,0.0,-0.0,0.0032653061224489867,-0.0,0.0,-0.0,-0.0,0.0,0.0,1
-0.028571428571428727,0.0,-0.0,0.0008163265306122538,-0.0,0.0,-0.0,-0.0,0.0,0.0,1
-0.40000000000000013,-0.14285714285714282,0.05714285714285715,0.16000000000000011,0.05714285714285715,-0.022857142857142868,-0.40000000000000013,-0.008163265306122448,-0.14285714285714282,0.00326530612244898,1
-0.08571428571428592,0.0,-0.0,0.00734693877551024,-0.0,0.0,-0.0,-0.0,0.0,0.0,1
0.4571428571428571,0.8571428571428572,0.39183673469387753,0.20897959183673462,0.39183673469387753,0.17912536443148686,0.0,0.3358600583090379,0.0,0.15353602665556015,2
0.19999999999999982,0.4285714285714285,0.08571428571428562,0.039999999999999925,0.08571428571428562,0.01714285714285711,0.0,0.036734693877550975,0.0,0.007346938775510187,2
0.4285714285714286,0.5714285714285715,0.24489795918367352,0.18367346938775514,0.24489795918367352,0.10495626822157438,0.0,0.13994169096209919,0.0,0.05997501041232822,3
0.3428571428571427,0.35714285714285715,0.12244897959183668,0.11755102040816315,0.12244897959183668,0.0419825072886297,0.0,0.043731778425655954,0.0,0.014993752603082035,2
0.3999999999999999,0.642857142857143,0.2571428571428572,0.15999999999999992,0.2571428571428572,0.10285714285714284,0.0,0.16530612244897966,0.0,0.06612244897959185,2
0.6285714285714284,0.5714285714285715,0.35918367346938773,0.3951020408163264,0.35918367346938773,0.22577259475218653,0.0,0.20524781341107873,0.0,0.12901291128696374,2
0.028571428571428473,0.28571428571428564,0.008163265306122418,0.0008163265306122393,0.008163265306122418,0.00023323615160349687,0.028571428571428473,0.0023323615160349763,0.28571428571428564,6.663890045814194e-05,2
0.5428571428571428,0.35714285714285715,0.19387755102040816,0.2946938775510204,0.19387755102040816,0.10524781341107871,0.0,0.06924198250728864,0.0,0.03758850478967097,2
0.3999999999999999,0.35714285714285715,0.14285714285714282,0.15999999999999992,0.14285714285714282,0.05714285714285711,0.0,0.05102040816326529,0.0,0.020408163265306114,2
0.4857142857142856,0.8571428571428572,0.41632653061224484,0.23591836734693866,0.41632653061224484,0.20221574344023316,0.0,0.35685131195335273,0.0,0.17332778009162844,2
0.19999999999999982,0.5,0.09999999999999991,0.039999999999999925,0.09999999999999991,0.019999999999999962,0.0,0.049999999999999954,0.0,0.009999999999999981,2
0.0,0.4285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
0.3142857142857142,0.0,0.0,0.0987755102040816,0.0,0.0,0.0,0.0,0.0,0.0,2
0.17142857142857135,0.5,0.08571428571428567,0.029387755102040787,0.08571428571428567,0.014693877551020394,0.0,0.04285714285714284,0.0,0.007346938775510197,2
0.19999999999999982,0.7857142857142857,0.157142857142857,0.039999999999999925,0.157142857142857,0.03142857142857137,0.0,0.12346938775510193,0.0,0.024693877551020364,2
0.257142857142857,0.7142857142857142,0.18367346938775497,0.06612244897959177,0.18367346938775497,0.047230320699708395,0.0,0.13119533527696783,0.0,0.03373594335693456,2
0.3142857142857142,0.35714285714285715,0.11224489795918366,0.0987755102040816,0.11224489795918366,0.03527696793002914,0.0,0.040087463556851305,0.0,0.012598917117867552,2
0.6571428571428571,0.642857142857143,0.42244897959183686,0.43183673469387757,0.42244897959183686,0.2776093294460642,0.0,0.27157434402332375,0.0,0.1784631403581842,2
0.7142857142857144,0.7142857142857142,0.5102040816326531,0.5102040816326533,0.5102040816326531,0.36443148688046656,0.0,0.36443148688046645,0.0,0.2603082049146189,2
0.17142857142857135,0.14285714285714282,0.02448979591836733,0.029387755102040787,0.02448979591836733,0.004198250728862969,0.0,0.0034985422740524746,0.0,0.0005997501041232811,3
0.37142857142857144,0.7142857142857142,0.26530612244897955,0.1379591836734694,0.26530612244897955,0.09854227405247812,0.0,0.18950437317784252,0.0,0.07038733860891293,2
0.14285714285714288,0.5,0.07142857142857144,0.020408163265306128,0.07142857142857144,0.010204081632653064,0.0,0.03571428571428572,0.0,0.005102040816326532,2
0.6571428571428571,0.5,0.32857142857142857,0.43183673469387757,0.32857142857142857,0.21591836734693878,0.0,0.16428571428571428,0.0,0.10795918367346939,2
0.14285714285714288,0.35714285714285715,0.051020408163265314,0.020408163265306128,0.051020408163265314,0.007288629737609332,0.0,0.018221574344023328,0.0,0.0026030820491461898,2
0.37142857142857144,0.5714285714285715,0.21224489795918372,0.1379591836734694,0.21224489795918372,0.07883381924198253,0.0,0.12128279883381929,0.0,0.04504789670970431,2
0.4571428571428571,0.0,0.0,0.20897959183673462,0.0,0.0,0.0,0.0,0.0,0.0,2
0.11428571428571414,0.35714285714285715,0.04081632653061219,0.013061224489795886,0.04081632653061219,0.0046647230320699595,0.0,0.014577259475218641,0.0,0.0016659725114535567,2
0.14285714285714288,0.35714285714285715,0.051020408163265314,0.020408163265306128,0.051020408163265314,0.007288629737609332,0.0,0.018221574344023328,0.0,0.0026030820491461898,2
0.3428571428571427,0.5714285714285715,0.1959183673469387,0.11755102040816315,0.1959183673469387,0.06717201166180753,0.0,0.11195335276967928,0.0,0.03838400666389002,2
0.3999999999999999,0.21428571428571433,0.08571428571428572,0.15999999999999992,0.08571428571428572,0.03428571428571428,0.0,0.018367346938775515,0.0,0.007346938775510205,2
0.4857142857142856,0.4285714285714285,0.20816326530612236,0.23591836734693866,0.20816326530612236,0.10110787172011655,0.0,0.08921282798833814,0.0,0.04333194502290709,2
0.5714285714285715,0.5,0.28571428571428575,0.32653061224489804,0.28571428571428575,0.16326530612244902,0.0,0.14285714285714288,0.0,0.08163265306122451,2
0.3428571428571427,0.642857142857143,0.22040816326530607,0.11755102040816315,0.22040816326530607,0.07556851311953347,0.0,0.14169096209912538,0.0,0.04857975843398582,2
0.19999999999999982,0.14285714285714282,0.02857142857142854,0.039999999999999925,0.02857142857142854,0.005714285714285703,0.0,0.004081632653061219,0.0,0.0008163265306122431,2
0.3428571428571427,0.07142857142857134,0.024489795918367304,0.11755102040816315,0.024489795918367304,0.008396501457725929,0.0,0.0017492711370262338,0.0,0.0005997501041232799,2
0.4857142857142856,0.7142857142857142,0.34693877551020397,0.23591836734693866,0.34693877551020397,0.1685131195335276,0.0,0.2478134110787171,0.0,0.12036651395251971,2
0.3428571428571427,0.7857142857142857,0.26938775510204066,0.11755102040816315,0.26938775510204066,0.09236151603498532,0.0,0.2116618075801748,0.0,0.07256976259891704,2
0.3142857142857142,0.35714285714285715,0.11224489795918366,0.0987755102040816,0.11224489795918366,0.03527696793002914,0.0,0.040087463556851305,0.0,0.012598917117867552,2
0.11428571428571414,0.35714285714285715,0.04081632653061219,0.013061224489795886,0.04081632653061219,0.0046647230320699595,0.0,0.014577259475218641,0.0,0.0016659725114535567,2
0.28571428571428575,0.5714285714285715,0.16326530612244902,0.08163265306122451,0.16326530612244902,0.04664723032069973,0.0,0.09329446064139946,0.0,0.02665556018325699,2
0.3428571428571427,0.7857142857142857,0.26938775510204066,0.11755102040816315,0.26938775510204066,0.09236151603498532,0.0,0.2116618075801748,0.0,0.07256976259891704,2
0.19999999999999982,0.7142857142857142,0.1428571428571427,0.039999999999999925,0.1428571428571427,0.028571428571428515,0.0,0.10204081632653049,0.0,0.02040816326530608,2
0.19999999999999982,0.4285714285714285,0.08571428571428562,0.039999999999999925,0.08571428571428562,0.01714285714285711,0.0,0.036734693877550975,0.0,0.007346938775510187,2
0.4285714285714286,0.7142857142857142,0.30612244897959184,0.18367346938775514,0.30612244897959184,0.13119533527696794,0.0,0.21865889212827985,0.0,0.0937109537692628,2
0.37142857142857144,0.8571428571428572,0.31836734693877555,0.1379591836734694,0.31836734693877555,0.11825072886297378,0.0,0.2728862973760934,0.0,0.10135776759683468,2
0.22857142857142854,0.7142857142857142,0.16326530612244894,0.052244897959183655,0.16326530612244894,0.03731778425655975,0.0,0.11661807580174922,0.0,0.026655560183256963,2
0.17142857142857135,0.4285714285714285,0.07346938775510199,0.029387755102040787,0.07346938775510199,0.012594752186588907,0.0,0.03148688046647228,0.0,0.00539775093710953,2
0.22857142857142854,0.5,0.11428571428571427,0.052244897959183655,0.11428571428571427,0.026122448979591827,0.0,0.057142857142857134,0.0,0.013061224489795914,2
0.28571428571428575,0.7142857142857142,0.20408163265306123,0.08163265306122451,0.20408163265306123,0.05830903790087465,0.0,0.14577259475218657,0.0,0.04164931278633903,2
0.19999999999999982,0.35714285714285715,0.07142857142857137,0.039999999999999925,0.07142857142857137,0.014285714285714261,0.0,0.025510204081632633,0.0,0.005102040816326522,2
